排名	ID	暱稱	等級	頭像	角色（稱號）	樓層	個人狀態	顏色
9842	60674abfd8dc682a2f758c7c	kc	1	lisbeth	莉茲貝特（鍛造師）	0	手起刀落 手起刀落 你真的太無情了雙標砍包仔	black
9843	5edf0dd1f038151e5c3a07c4	快樂去打咖	1	lisbeth	莉茲貝特（鍛造師）	199	不定時修包｜退坑｜全反戲法勝場包包｜要黃不用問直接超	black
9844	5edcb0507ac4e62b084fed47	我是一個狐狸	1	eugeo.s	尤吉歐（上級修劍士）	25	幸運地上香UGO 認真以上別找我 會咒你魯	black
9845	5edcbae6e509b22bac08a0d8	爛莓	1	sinon.s	詩乃（冰之狙擊手）	0	汁妹中請稍候	black
9846	5ef2f44c670dbf059dc1d515	白翼雪人	1	asuna.s	亞絲娜（閃光）	0		black
9847	5edd1c7f47bd0432d4996b58	Nepu	1	kirito.s	桐人（獨行玩家）	0	友切謝謝	black
9848	5edf569af038151e5c3b1e27	ジョジョ	1	kirito.s	桐人（獨行玩家）	0		black
9849	5edfa5e35bb5a5248b4ec27a	FB搜尋恩晨阮1994	1	bradley	金·布拉德雷（大總統）	0	關虎徹六人眾之一・巨大的生殖器	black
9850	5edfa5e35bb5a5248b4ec27a	FB搜尋恩晨阮1994	1	bradley	金·布拉德雷（大總統）	0	關虎徹六人眾之一・巨大的生殖器	black
9851	5eef0e62e025463067c52081	遊俠	1	charizardX.s	超級噴火龍X（火焰寶可夢）	0	我是亞斯娜	black
9852	5eddf4d0bf64e5136f47f469	習近平大撒幣	1	guanYu	關羽（漢壽亭侯）	199	屁眼變身包丨請點100智21幸	black
9853	5edcbff5ceb1232c70397a0a	友紀	1	theYuuki.s	有紀（絕劍）	89	退坑狀態	black
9854	5ef0ac9d9d1b644c5dd5e287	LordTachanka	1	silica.s	西莉卡（馴獸師）	0	友切plz     打小號練等中	black
9855	5edcebdc89d61730871119d7	Dandi	1	stone	石頭（石頭）	145	使用前可以在DC動物園@我 騙人的吧 死掉了	black
9856	5efd9dacf930341fab04a421	我擊敗強	1	diavel	提亞貝魯（第一層攻略戰領導）	0	c8763	black
9857	5edcc32de7d7082cdf65b5bf	我要殺你死	1	charizardX.s	超級噴火龍X（火焰寶可夢）	0	又復活啦	black
9858	5ee384230867086e91cbf6b1	專for大號解變身或成就	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	私用 	black
9859	5eeb8c0809dc770b4215cfd3	使い魔	1	kirito.s	桐人（獨行玩家）	0		black
9860	5edcc102ceb1232c70397d1b	YMJIMJIM	1	bradley	金·布拉德雷（大總統）	0	GET YOUR ASS BACK HERE	black
9861	5edcd4015478d62d6cf8095a	阿拉翔	1	aloKirito.s	ALO桐人（守衛精靈）	41	寶貝龍去攻擊肥肥	black
9862	5edcd63b5478d62d6cf81277	矽膠	1	silica.s	西莉卡（馴獸師）	0	I am back	black
9863	5ee07db5f8696e2f50bf149f	海靈頓叢林妖精王	1	kirito.s	桐人（獨行玩家）	0		black
9864	5efdda2558e3671fb76469dd	M2好難	1	silica.s	西莉卡（馴獸師）	0	FORGET HOW TO FORGET	black
9865	622125745d8eb3992a1f8dd0	栖夜	1	theGleameyes	閃耀魔眼（第74層頭目）	0		black
9866	5edcf15f89d6173087113039	nichkuyy	1	reiner.s	萊納·布朗（104期訓練兵團成員）	0	我也想要菜逼八	black
9867	5edcf3d089d6173087113a43	愛麗絲啊啊啊啊啊啊啊啊	1	geodude	星爆小拳石（岩石寶可夢）	19	螺旋族永不言敗！	black
9868	5ee0bc23f8696e2f50c01667	我的滑板鞋	1	hinamori	雛森桃（五番隊副隊長）	0		black
9869	5ee474256291697a5bd8e305	祭雪	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	1	收集角色嘿，別打我	black
9870	5ef59ef481056c0236ff06c5	Adrier	1	agil.s	艾基爾（道具店老闆）	0	讓你投胎	black
9871	5efb37ae5122db2141660939	卡卡芬妮	1	bradley	金·布拉德雷（大總統）	0	五月天下第一	black
9872	5eddd43547bd0432d49aab6e	Jimzzz	1	reiner.s	萊納·布朗（104期訓練兵團成員）	25	我要殺死里莫的洗衣機	black
9873	5edd7e9de9ef5d32c8b7aa5d	玄我証檞	1	sado	茶渡泰虎（空座第一高校學生）	0	俺は最初から最後までクライマックスだぜェェっ！！	black
9874	6138b218cd5e087f629d75ab	pooo	1	kirito.s	桐人（獨行玩家）	0	包｜DC報修@柚子 	black
9875	5f119e15e0d17545e9b30200	我想玩遊戲005	1	lisbeth	莉茲貝特（鍛造師）	45	I wanna always stay with you	black
9876	5edd5abfe9ef5d32c8b78b5c	aaaa歐歐歐歐	1	kirito.s	桐人（獨行玩家）	0		black
9877	5edddfd247bd0432d49ace92	妹控程品智	1	kirito.s	桐人（獨行玩家）	0		black
9878	5edf6c421b25fa22cb08c7c1	啦啦啊	1	kirito.s	桐人（獨行玩家）	0	突然在想怎麼解保護	black
9879	5ee32f5e2ce79a5f275b8586	さかえ	1	kirito.s	桐人（獨行玩家）	0		black
9880	5ee474b31f03f87a4fa2e7ea	味增	1	kirito.s	桐人（獨行玩家）	0	專殺私人超渡包	black
9881	5ef893bbf0bc1d3c62e03e55	第三個小帳	1	kirito.s	桐人（獨行玩家）	0	私人超渡用	black
9882	5ef8b7c7ccd45e2161b0384a	欲劫無渡	1	kuradeel.s	克拉帝爾（血盟騎士團護衛）	0		black
9883	5efb5562df1a0276000316ed	可粘阿	1	kirito3	桐人（就憑你這菜B8 笑死）	0		black
9884	5f0efa2fca575f1d508d5e68	我還不C8763肝愛麗絲	1	hatsumi	初見泉（浮雲）	0	友切就好我要到25等 收得斯	black
9885	5f564e456ae1632ee7d5167c	我就渡渡鳥	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	？	black
9886	5edcb932ff4f982ba00807fe	伊藤開司	1	bradley	金·布拉德雷（大總統）	0		black
9887	5edcb9d5ff4f982ba0080a3b	Cyon	1	kirito.s	桐人（獨行玩家）	0		black
9888	5edcc12eceb1232c70397dd0	Mitsuha	1	kirito.s	桐人（獨行玩家）	0		black
9889	5ede165a90204613631a1e75	高雄市市民	1	bradley	金·布拉德雷（大總統）	0	友切感恩	black
9890	5ee062a14052692def0e50ee	Ansha	1	bradley	金·布拉德雷（大總統）	0		black
9891	5ee5015dbd7c9253ab4dc545	大大小雞雞	1	sinon.s	詩乃（冰之狙擊手）	0		black
9892	5ee8e8dc00aa7a45b590e7c3	鵝鵝分身	1	kirito.s	桐人（獨行玩家）	0		black
9893	5ef049ca0f85844b48057515	こたぬき	1	asuna.s	亞絲娜（閃光）	0	咕嚕靈波	black
9894	5ef07f6221cb304b3cbd1999	拜託不要	1	asuna.s	亞絲娜（閃光）	0	友切拜託不要超渡我	black
9895	5efc895144a7e27a2a421f69	潮他媽的	1	kirito.s	桐人（獨行玩家）	0		black
9896	5f0734f1c018ba76ad25cd7c	54Ming	1	agil.s	艾基爾（道具店老闆）	0		black
9897	5f13dfdabf15833f99fad2bf	我是來死的	1	kirito.s	桐人（獨行玩家）	0		black
9898	5f263cd150aaa06af3b62a09	惡神	1	kuradeel.s	克拉帝爾（血盟騎士團護衛）	0	我瘋狂轉生亡者將會狂超渡	black
9899	5f420d49d327741c46d98027	雨傘刺穿大腿	1	kirito.s	桐人（獨行玩家）	0		black
9900	5ee9deda5e8cde45021f3587	可樂芙	1	lisbeth	莉茲貝特（鍛造師）	0	友切 嘟嘟嚕 呼哈呼哈呼哈	black
9901	5eeb3341df57700b4e3f2a62	ハルカみつ	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	經驗包模式啟動，等級超過30再來超渡我好嗎	black
9902	5edcfde58f7b9e318a5066b5	香菇精	1	silica.s	西莉卡（馴獸師）	0	友好切磋讓遊戲體驗良好	black
9903	5eff4ed0df36425c09b1e376	小笨蛋	1	kirito.s	桐人（獨行玩家）	0	00	black
9904	5f0975e24ec16168ad997830	光狼	1	kirito.s	桐人（獨行玩家）	0		black
9905	5edcba0fff4f982ba0080b0b	來自雅南的卑鄙獵人	1	kirito.s	桐人（獨行玩家）	0	復仇之旅 檔者殺無赦 瘋兔陽菜就緒	black
9906	5edd2196e9ef5d32c8b744a0	雷格西的小迷弟	1	kirito.s	桐人（獨行玩家）	0	謝謝團長 認真就好	black
9907	5ededbd63e97a717f24a55bf	DAMMI	1	kirito.s	桐人（獨行玩家）	0		black
9908	5ee3463c2ce79a5f275be235	細雪兇刃	1	kirito.s	桐人（獨行玩家）	0		black
9909	5ee9d1a4b958d544f6a09f5c	findmaple	1	kirito.s	桐人（獨行玩家）	0		black
9910	5ee8abc2b817774e691e41be	raywolf	1	kirito.s	桐人（獨行玩家）	0		black
9911	5ef0ce91de8dd905912d4794	水水水水水	1	kirito.s	桐人（獨行玩家）	0		black
9912	5f322a56c156282e02fcb849	十一點了該星爆了	1	kirito.s	桐人（獨行玩家）	0		black
9913	5fbc6a6992eb32794177b74f	蔡桃貴詠	1	kirito.s	桐人（獨行玩家）	0		black
9914	617252eecd5e087f62b7f297	iamkirito	1	kirito.s	桐人（獨行玩家）	0		black
9915	62024e735d8eb3992a14259c	霸王棋	1	kirito.s	桐人（獨行玩家）	0		black
9916	621348975d8eb3992a1ab2e4	安安出太陽	1	kirito.s	桐人（獨行玩家）	0		black
9917	5edcb1c7ff4f982ba007f0fb	ZR	1	kirito.s	桐人（獨行玩家）	0		black
9918	5edcb206e509b22bac0883d8	道化p	1	kirito.s	桐人（獨行玩家）	0		black
9919	5edcb37ae509b22bac088765	我終於完整了	1	bradley	金·布拉德雷（大總統）	0	開紅是為了報仇跟變身 誤殺不會報仇 開紅我就超渡你==	black
9920	5edcb3b1e509b22bac088807	石上真男人	1	kirito.s	桐人（獨行玩家）	0		black
9921	5edcb3c3ff4f982ba007f5eb	藍色傑克	1	aloKirito.s	ALO桐人（守衛精靈）	69	單人攻略組363	black
9922	5edcafbb7ac4e62b084fec9d	yuyuuu	1	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	20	要打的限友切  別連打pls	black
9923	5edcb422e509b22bac088942	吉娃娃	1	kirito.s	桐人（獨行玩家）	0		black
9924	5edcb4f0ff4f982ba007f957	煎餃	1	diavel	提亞貝魯（第一層攻略戰領導）	0	有人要組隊嗎	black
9925	5edcb117ff4f982ba007efa3	極光	1	lisbeth	莉茲貝特（鍛造師）	89	10  友切	black
9926	5edcb5efe509b22bac088eb8	被曬爆的鹹魚	1	sinon.s	詩乃（冰之狙擊手）	14	努力汁妹中	black
9927	5edcb5f3e509b22bac088ec6	緋紅030	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
9928	5edcb721e509b22bac0892bd	我來輔佐你了	1	kirito.s	桐人（獨行玩家）	0		black
9929	5edcb7aeff4f982ba008027e	阿蛋巴巴大俠	1	aizen	藍染惣右介（五番隊隊長）	0	菈米媽媽好香	black
9930	5edcb7c3e509b22bac08950b	艾莉絲啊啊啊啊啊啊啊啊	1	kirito.s	桐人（獨行玩家）	0		black
9931	5edcb838ff4f982ba008048e	豆腐	1	kirito.s	桐人（獨行玩家）	0	我只當獨行玩家	black
9932	5edcb958e509b22bac089b07	真理褲最高	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
9933	5edcc33de878812ceb4f1130	JohnWeak	1	bradley	金·布拉德雷（大總統）	0		black
9934	5edcc05802518b2c7b777ee9	心雨夜櫻	1	kirito.s	桐人（獨行玩家）	0		black
9935	5edcc5f5e878812ceb4f1b02	YubiYubi	1	bradley	金·布拉德雷（大總統）	0		black
9936	5edcbcfaff4f982ba008135a	響	1	lisbeth	莉茲貝特（鍛造師）	74	1年了還沒過75	black
9937	5edcc89de878812ceb4f2538	耶耶	1	bradley	金·布拉德雷（大總統）	0		black
9938	5edcca4809a13b2d6092cb01	初音未來	1	kirito.s	桐人（獨行玩家）	0	初音未來是未來天空海的老婆，也是女性歌手	black
9939	5edcd1bc5478d62d6cf80020	信爺	1	kirito.s	桐人（獨行玩家）	0		black
9940	5edcd2db5478d62d6cf80495	星爆爆爆爆	1	kirito.s	桐人（獨行玩家）	0	組隊打第一層 	black
9941	5edce8b71345752f5a6a15d4	人民的巨錘	1	kirito.s	桐人（獨行玩家）	0		black
9942	5edcf35889d6173087113858	死死算了	1	bradley	金·布拉德雷（大總統）	0	團長萬歲萬萬歲嗚嗚嗚嗚嗚	black
9943	5edcdc7309a13b2d609313c2	郫啚獂乏肋	1	hatsumi	初見泉（浮雲）	25	我沒事幹嘛回來玩這遊戲？	black
9944	5edce08ae4b9332e9266dfe5	GoodPeople	1	kirito.s	桐人（獨行玩家）	0		black
9945	5edd8b12e9ef5d32c8b7bd81	指揮官1	1	kirito.s	桐人（獨行玩家）	0	私人超度包 小孩子才友切 ，全點認真啦	black
9946	5edd92e0e9ef5d32c8b7cc70	GIF廢物主管	1	kirito.s	桐人（獨行玩家）	0	請留言通關密語6個字	black
9947	5edd0f008f7b9e318a50a4c4	熊1623	1	kirito.s	桐人（獨行玩家）	0		black
9948	5edda3c7e9ef5d32c8b7f1cb	月月月	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
9949	5edda5af47bd0432d49a2b46	阿福的大寶劍	1	muguruma.s	六車拳西（九番隊隊長）	0		black
9950	5eddaa2a47bd0432d49a362d	萬	1	muguruma.s	六車拳西（九番隊隊長）	0		black
9951	5eddada747bd0432d49a3f46	白面	1	kirito.s	桐人（獨行玩家）	0	上上下下左右左右ba	black
9952	5edd1e41e9ef5d32c8b73c34	阿拉花瓜瓜	1	reiner.s	萊納·布朗（104期訓練兵團成員）	0		black
9953	5edd21f647bd0432d499797e	夜光光閃亮亮星爆爆復仇鬼	1	xmasSinon.s	聖誕詩乃（聖誕狙擊手）	0	汁不到陽菜啦	black
9954	5edd2318e9ef5d32c8b7483f	Kymi	1	kirito.s	桐人（獨行玩家）	0	謝謝世界	black
9955	5edd2e2347bd0432d49993d0	你已經死路	1	kirito.s	桐人（獨行玩家）	0		black
9956	5edd32ad47bd0432d4999b6f	xz1z1z	1	kirito.s	桐人（獨行玩家）	0	友切QQ	black
9957	5edd865fe9ef5d32c8b7b5ef	Author	1	kirito.s	桐人（獨行玩家）	0	師奶萬歲	black
9958	5edde2a847bd0432d49ad7e1	310613	1	bradley	金·布拉德雷（大總統）	0		black
9959	5eddc91be9ef5d32c8b8571c	甘尼牙	1	bradley	金·布拉德雷（大總統）	0		black
9960	5ede13e190204613631a14d8	慧醬今天也好可愛	1	bradley	金·布拉德雷（大總統）	2		black
9961	5ede186ebf64e5136f487def	抱抱抱抱	1	kirito.s	桐人（獨行玩家）	0		black
9962	5ede1d8590204613631a3b22	木屮火	1	kirito.s	桐人（獨行玩家）	0	水是我大哥	black
9963	5ede2ed990204613631a848f	每日星爆	1	kirito.s	桐人（獨行玩家）	0	求日番谷 殺我==	black
9964	5ede9fd33e97a717f24a10e5	吃我星爆十六姆咪	1	kirito.s	桐人（獨行玩家）	0		black
9965	5edec69002821317e6f83db3	想要陽菜	1	kirito.s	桐人（獨行玩家）	0	給本帳超渡包變紅的工具人 別打	black
9966	5edecd9902821317e6f84926	LoverBoy	1	kirito.s	桐人（獨行玩家）	0		black
9967	5edee0463e97a717f24a5f9e	我的小帳	1	xmasKirito	聖誕桐人（聖誕快樂）	0	I wanna always stay with you	black
9968	5ede6afb02821317e6f7c5f0	悠一崎	1	kirito.s	桐人（獨行玩家）	0		black
9969	5ede6b6702821317e6f7c72d	阿爾	1	bradley	金·布拉德雷（大總統）	0	橘子	black
9970	5edf11eacd85501e50c91ea1	神隱o獵殺	1	kirito.s	桐人（獨行玩家）	0		black
9971	5edf3200cd85501e50c98fcd	東華物理結報	1	kirito.s	桐人（獨行玩家）	0		black
9972	5edf4845f038151e5c3ae2e4	小牛	1	kirito.s	桐人（獨行玩家）	0		black
9973	5ee07f80f8696e2f50bf1b8d	星爆467	1	charizardX.s	超級噴火龍X（火焰寶可夢）	0	我就星爆	black
9974	5edfabda5bb5a5248b4edea6	宇智波梁滔	1	kirito.s	桐人（獨行玩家）	0		black
9975	5edf9a445bb5a5248b4e8a2c	JasonRight	1	kirito.s	桐人（獨行玩家）	0	謝謝團長	black
9976	5edfd80c5bb5a5248b4f68ec	不要啦	1	kirito.s	桐人（獨行玩家）	0		black
9977	5edfe70f2316a3247fc24df8	綺羅星ウタガチ恋	1	kirito.s	桐人（獨行玩家）	0	ウタ難得開了直播 結果被ban 笑死	black
9978	5ee03dfa2316a3247fc2d18b	我是一顆石頭	1	kirito.s	桐人（獨行玩家）	0	私人超渡包	black
9979	5ee12e6eda139e4ba552cbea	Hc	1	kirito.s	桐人（獨行玩家）	0	友切或認真	black
9980	5ee0d3f34e36502f5c518a08	不要超渡我我想在人間	1	kirito.s	桐人（獨行玩家）	0	友切 別超渡 最多接受認真 死文盲別超渡他媽聽不懂嗎	black
9981	5ee1c95d6dbf4655d6c57139	臭87	1	kirito.s	桐人（獨行玩家）	0	白超好玩	black
9982	5ee18117da139e4ba5533868	Nat1st	1	kirito.s	桐人（獨行玩家）	0		black
9983	5ee0d84cf8696e2f50c0960d	星爆10秒16連擊	1	kirito.s	桐人（獨行玩家）	0	，	black
9984	5ee0ed2dda139e4ba551e8bb	CH1K1	1	kirito.s	桐人（獨行玩家）	0		black
9985	5ee21341763fe258dc30147d	深淵golden尾魚	1	kirito.s	桐人（獨行玩家）	0		black
9986	5ee10e14da139e4ba5527ef7	定定	1	aloKirito.s	ALO桐人（守衛精靈）	20	 友切pls 	black
9987	5ee369070caeb15f33938bad	砍爆我吧	1	kirito.s	桐人（獨行玩家）	0		black
9988	5ee3812d0867086e91cbe8d8	瞬風	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	上上下下左右左右BA	black
9989	5ee389a04bf44b6e9db3db82	可蘿媽媽	1	xmasLisbeth	聖誕莉茲貝特（聖誕鍛造師）	41	好久好久	black
9990	5ee3aed10867086e91ccc0bc	琉璃	1	muguruma.s	六車拳西（九番隊隊長）	0		black
9991	5ee424c54bf44b6e9db55293	士惟	1	charizardX.s	超級噴火龍X（火焰寶可夢）	0	念天地之悠悠 獨愴然而涕下	black
9992	5ee62b879e74be6c98747827	8二二二二二二二二二二D	1	kirito.s	桐人（獨行玩家）	0		black
9993	5ee9e1a25e8cde45021f3fb8	Dreamckck	1	aloSinon.s	ALO詩乃（貓妖）	25	我 回來了	black
9994	5eea0247c42bd4201950e819	nightstar996	1	kirito.s	桐人（獨行玩家）	0		black
9995	5ee74393e7ad6e1e8efb40a8	じょお	1	kirito.s	桐人（獨行玩家）	0	好	black
9996	5ee743a52207681e9a787dc1	尛	1	kirito.s	桐人（獨行玩家）	0	尛	black
9997	5eea1604669560202550ed66	腰痛望J歡	1	bradley	金·布拉德雷（大總統）	0		black
9998	5ee8f47000aa7a45b5911468	追風箏的一條羽毛	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	一心只想刷角 歡迎友切 	black
9999	5eea4655d8056a623665b8b7	Aerith	1	kirito.s	桐人（獨行玩家）	0		black
10000	5ee8188fde761126de711b99	窩4俗頭辣	1	kirito.s	桐人（獨行玩家）	0	安安	black
10001	5ee95ea8bab69a457bcb7df2	冰心	1	eugeo.s	尤吉歐（上級修劍士）	0	天上	black
10002	5eea5665d8056a623665e221	Junyu	1	kirito.s	桐人（獨行玩家）	0		black
10003	5ee85aeade761126de71d4b6	ニマスレ	1	kirito.s	桐人（獨行玩家）	0		black
10004	5eeaa141d8056a6236662d59	Kiru	1	kirito.s	桐人（獨行玩家）	0		black
10005	5eeadfdad8056a623666b4b8	丌丌	1	kirito.s	桐人（獨行玩家）	0		black
10006	5eeae6ce8fb458624298b106	雷焱	1	silica.s	西莉卡（馴獸師）	0	按友切plz，我竟然被友切切死	black
10007	5eedebb7c1798b305b87aa63	有些機會不屬於我	1	hina	天野陽菜（天氣之子）	36		black
10008	5eee0d4ac1798b305b88206b	希八七六山	1	kirito.s	桐人（獨行玩家）	0	可憐哪	black
10009	5eee566bc1798b305b89128c	morita	1	aizen	藍染惣右介（五番隊隊長）	0	友切感謝	black
10010	5eeeb095c1798b305b89643a	MaxCCL	1	kirito.s	桐人（獨行玩家）	11	君子報仇，刻不容緩，有種來戰	black
10011	5eeef69dc1798b305b8a105b	綠牛	1	kirito.s	桐人（獨行玩家）	0	c8763	black
10012	5eeef807c1798b305b8a14d5	雷神祈	1	kirito.s	桐人（獨行玩家）	0	我就爛	black
10013	5eef6baee025463067c65847	夏蓉	1	kirito.s	桐人（獨行玩家）	0	友切pls	black
10014	5eef78c3e025463067c688c5	超渡俠v2	1	kirito.s	桐人（獨行玩家）	0	私人超渡包	black
10015	5eec2f1ed815aa4c13bf919f	你媽被武漢來的狗幹到	1	kirito.s	桐人（獨行玩家）	0		black
10016	5ef0cb47de8dd905912d3b67	你媽快死了	1	kirito.s	桐人（獨行玩家）	0	這經驗小號 殺了來的就是本帳了 報仇中	black
10017	5ef131f9670dbf059dbdec29	夜夜姐姐	1	kirito.s	桐人（獨行玩家）	0		black
10018	5ef2fdf8670dbf059dc1eec5	冰	1	kirito.s	桐人（獨行玩家）	0		black
10019	5ef302a1f08d8b3372aa3cc2	可愛小號	1	kirito.s	桐人（獨行玩家）	0		black
10020	5ef772b06169130b475e0289	佐藤麗華	1	originalKirito.s	起源桐人（初始玩家）	0		black
10021	5ef7742f6169130b475e06d1	戶田純	1	kirito.s	桐人（獨行玩家）	0		black
10022	5ef4824138070374fca1b4a6	tjh	1	bradley	金·布拉德雷（大總統）	0		black
10023	5ef80484a096c909b30e2d7c	老雞雞	1	yuuki.s	有紀（絕劍）	0		black
10024	5ef4ca3d7992017c93ce4dc3	Tunaceu	1	kirito.s	桐人（獨行玩家）	0		black
10025	5ef87a68f0bc1d3c62dff23d	醬汁1號	1	kirito.s	桐人（獨行玩家）	0	我是醬汁小號	black
10026	5ef889b7f0bc1d3c62e01ffa	狸貓大王	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
10027	5ef89531ccd45e2161afcde7	我真他媽帥	1	kirito.s	桐人（獨行玩家）	0	我好累	black
10028	5ef8f7a6d537f83cbcc9c557	54165146	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	C8763	black
10029	5ef59e6748eb0f0242c52d72	qwerrrrr	1	kirito.s	桐人（獨行玩家）	0		black
10030	5ef5c4c698e24c7b9152ae83	丘山月	1	kirito.s	桐人（獨行玩家）	28	紅黃是自渡小號  友切	black
10031	5ef5c9e95e29cd7b855074b1	我的超渡包的超渡包	1	kirito.s	桐人（獨行玩家）	0		black
10032	5ef5f001647eb72a7114f1d4	Hu	1	kirito.s	桐人（獨行玩家）	0	uH	black
10033	5ef5f4690a811931d7bab941	一袋有機肥料	1	kirito.s	桐人（獨行玩家）	0		black
10034	5ef6191c9b5c6028d9debeb4	南台灣切格瓦拉	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0	欸 女人 給我妳的IG	black
10035	5ef65f2260284928e544feed	雪落紛飛時	1	kirito.s	桐人（獨行玩家）	0		black
10036	5ef98ab5d537f83cbcca9b45	超渡包媽媽0000	1	kirito.s	桐人（獨行玩家）	0	私人超渡包 勿動	black
10037	5ef98dd4d537f83cbccaa28a	超渡包媽媽0001	1	kirito.s	桐人（獨行玩家）	0	私人超渡包	black
10038	5ef99d738c44a644b8faaa6f	超渡包媽媽0002	1	kirito.s	桐人（獨行玩家）	0	私人超渡包	black
10039	5efa80bdbe7ba45df8e873c6	巫匠包	1	kirito.s	桐人（獨行玩家）	0		black
10040	5efabab4c67b5f5e04877234	Jayson	1	eugeo.s	尤吉歐（上級修劍士）	0	Trash boi	black
10041	5efaddfcaafa03283cbf5fac	哭啊們01	1	kirito.s	桐人（獨行玩家）	0		black
10042	5efb1849cab2e10769a3f062	到底什麼糞GAME	1	kirito.s	桐人（獨行玩家）	0		black
10043	5efb262abdcc50214ef96477	私人經驗包	1	kirito.s	桐人（獨行玩家）	0		black
10044	5efb3e87b3ecfb760c99826e	宮藤花火	1	asuna.s	亞絲娜（閃光）	0		black
10045	5efb464adf1a02760002e8d8	獅子想玩	1	kirito.s	桐人（獨行玩家）	0		black
10046	5efd5f3258e3671fb7634a5c	687分身3	1	kirito.s	桐人（獨行玩家）	0		black
10047	5efd8ce8f930341fab047cf0	時間管理大師696	1	muguruma.s	六車拳西（九番隊隊長）	0	AIZEN	black
10048	5efecb4858e3671fb765d5ef	Stm	1	kirito.s	桐人（獨行玩家）	0		black
10049	5f01ad0cb0302a57a5f548d2	水之女神阿克婭	1	kirito.s	桐人（獨行玩家）	0		black
10050	5f026d423cc2742942bddbb3	myliritocom	1	silica.s	西莉卡（馴獸師）	0	mylirito dot com	black
10051	5f044c8f8187af24ad25f89f	請問哪裡才能買得到伊莉雅	1	kirito.s	桐人（獨行玩家）	0		black
10052	5f0514598187af24ad271478	everything	1	kirito.s	桐人（獨行玩家）	0		black
10053	5effbf9edf36425c09b25b66	今天不賣披薩	1	kirito.s	桐人（獨行玩家）	0	渡渡包 終於解保護QQ	black
10054	5f003a74a8175523ecb19065	北城歐巴緯	1	kirito.s	桐人（獨行玩家）	0		black
10055	5f01307fa8175523ecb31532	我的經驗	1	silica.s	西莉卡（馴獸師）	0	私人用經驗包 勿打 可友切	black
10056	5f01801da8175523ecb3a9ac	擁抱祭品的炸彈	1	kirito.s	桐人（獨行玩家）	0		black
10057	5f05fa47c018ba76ad2416ec	BOT94872	1	kirito.s	桐人（獨行玩家）	0	用來製造紅名經驗或超渡包的XD	black
10058	5f06cc43c018ba76ad24fbb0	福綾好婆	1	kirito.s	桐人（獨行玩家）	0		black
10059	5f07bf2b1cfa8a2514640290	貓貓貓貓v	1	kirito.s	桐人（獨行玩家）	0	V 灰色庭園你這個蝦仁飯，只敢躲在保護裡是不是 	black
10060	5f080d951cfa8a2514647239	猩猩小號（5）	1	kirito.s	桐人（獨行玩家）	0	小號隨意	black
10061	5f090cd44ec16168ad98dddf	天上掉下來的禮物	1	kirito.s	桐人（獨行玩家）	0		black
10062	5f0e782641886a4390946eec	曉女好難	1	kirito.s	桐人（獨行玩家）	0		black
10063	5f0fd992ca575f1d508e446f	520lp	1	hitsugaya	日番谷冬獅郎（十番隊隊長）	0		black
10064	5f159fbb3cc75659b32f8a62	對我來說只是個渣渣	1	kirito.s	桐人（獨行玩家）	0		black
10065	5f1082a996d6705ed6012dfa	bigdragon	1	charizardX.s	超級噴火龍X（火焰寶可夢）	0	u got 3 pages of Ora now	black
10066	5f13e32cbf15833f99fad7b0	noob	1	kirito.s	桐人（獨行玩家）	0	我破麻	black
10067	5f186fd70145d12e6e5b8e77	Kiritokun	1	kirito.s	桐人（獨行玩家）	0	AIZEN	black
10068	5f0c62d0cd69394a5ea7651f	幹你娘老雞掰復仇用帳號	1	kirito.s	桐人（獨行玩家）	0	勞改又來嘍	black
10069	5f0c8bffcd69394a5ea7acff	你是我活過的證明	1	kirito.s	桐人（獨行玩家）	0		black
10070	5f0d7ecbcd69394a5ea8a519	Zeroboys	1	kirito.s	桐人（獨行玩家）	0		black
10071	5f0e6419b259505f848bb7a5	可樂	1	kirito.s	桐人（獨行玩家）	0	別打謝謝配合	black
10072	5f19c64d45b1bb7c1c81b597	夢倫	1	sinon.s	詩乃（冰之狙擊手）	0		black
10073	5f1e7d26ddf7810e341af593	三流驅動器	1	kirito.s	桐人（獨行玩家）	0	就只是一條腰帶 要變身的可以來找我	black
10074	5f20087a0f075f0e403640fe	DD啦	1	yuuki.s	有紀（絕劍）	0	c8763	black
10075	5f20134a0f075f0e403650c6	屠殺者	1	kirito.s	桐人（獨行玩家）	0	私人企業	black
10076	5f206a11befb094957d6ab2a	好想大便	1	silica.s	西莉卡（馴獸師）	0	是在打幾點的= =	black
